Розташування в каталозі,Категорія останнього рівня (для використання в параметрах),БТК_id,"Тариф ""Базовий"", %","Тариф ""Промо"", %",,
"Дача, сад, город",Садовий декор,122275,14,12,,- нові категорії
"Дача, сад, город / Рослини і догляд за ними",Бульби та цибулини,121987,14,12,,"- категорії, які будуть відкриті наступними"
"Дача, сад, город / Рослини і догляд за ними",Вазони,105853,14,12,,
"Дача, сад, город / Рослини і догляд за ними",Гроубокси,122276,14,12,,
"Дача, сад, город / Рослини і догляд за ними",Підставки та кріплення для вазонів,105854,14,12,,
"Дача, сад, город / Рослини і догляд за ними",Стабілізований мох,122277,14,12,,
"Дача, сад, город / Рослини і догляд за ними",Субстрати і ґрунти для рослин,121994,14,12,,
"Дача, сад, город / Рослини і догляд за ними",Флораріуми,122274,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Добрива",Біодобрива,121959,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Добрива",Мікродобрива,121961,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Добрива",Мінеральні добрива,121956,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Добрива",Органічні добрива,121957,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Добрива",Органомінеральні добрива,121960,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Добрива",Стимулятори росту рослин,121958,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Засоби захисту рослин",Біоінсектициди,121967,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Засоби захисту рослин",Біофунгіциди,121968,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Засоби захисту рослин",Гербіциди,121965,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Засоби захисту рослин",Десиканти,121972,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Засоби захисту рослин",Інсектициди для рослин,121964,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Засоби захисту рослин",Молюскоциди,121971,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Засоби захисту рослин",Прилипачі,121970,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Засоби захисту рослин",Протруйники насіння,121966,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Засоби захисту рослин",Садова фарба,121969,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Засоби захисту рослин",Фунгіциди,121963,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Кімнатні рослини",Бонсаї,122265,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Кімнатні рослини",Декоративно-квітучі кімнатні рослини,122268,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Кімнатні рослини",Декоративно-листяні кімнатні рослини,122262,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Кімнатні рослини",Кактуси,122273,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Кімнатні рослини",Кімнатні плодові рослини,122266,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Кімнатні рослини",Орхідеї,122264,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Кімнатні рослини",Пальми,122269,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Кімнатні рослини",Рослини хижаки,122271,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Кімнатні рослини",Сукуленти,122272,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Насіння",Міцелій грибів,121976,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Насіння",Набори для вирощування мікрозелені,121978,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Насіння",Насіння бобових культур,121982,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Насіння",Насіння газонних трав,121979,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Насіння",Насіння дерев і чагарників,121983,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Насіння",Насіння зернових культур,121977,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Насіння",Насіння квітів,121986,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Насіння",Насіння овочів,121985,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Насіння",Насіння олійних культур,121975,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Насіння",Насіння пряних і зелених трав,121980,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Насіння",Насіння сидератів і медоносів,121981,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Насіння",Насіння ягід,121984,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Саджанці",Розсада овочів,121993,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Саджанці",Саджанці дерев,121990,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Саджанці",Саджанці квітучих і листяних чагарників,121989,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Саджанці",Саджанці троянд,121992,14,12,,
"Дача, сад, город / Рослини і догляд за ними / Саджанці",Саджанці ягідних культур,121991,14,12,,
"Дача, сад, город / Садовий інвентар",Обприскувачі,105855,14,12,,
Здоров’я / Інтимні товари,Еротичні настільні ігри,112560,15,13,,
Здоров’я / Товари для здоров’я,Аптечки,104652,14,12,,
Канцтовари,Дитяча література,104077,12,10,,
Канцтовари / Книги,"Бізнес, гроші, економіка",104082,12,10,,
Канцтовари / Книги,Книги Будинок та побут,122308,12,10,,
Канцтовари / Книги,Книги для батьків,122307,12,10,,
Канцтовари / Книги,Книги Релігія та езотерика,122313,12,10,,
Канцтовари / Книги,Комікси та манґа,122314,12,10,,
Канцтовари / Книги,Наукова і технічна література,104086,12,10,,
Канцтовари / Книги,Подорожі та спорт,122315,12,10,,
Канцтовари / Книги,Словники та енциклопедії,122306,12,10,,
Канцтовари / Книги,Художня література,104080,12,10,,
Канцтовари / Офісне приладдя,Магнітні дошки,112203,12,10,,
Канцтовари / Паперова продукція,Блокноти,106608,12,10,,
Канцтовари / Паперова продукція,Календарі,122317,12,10,,
Канцтовари / Паперова продукція,"Кольоровий папір, картон",106455,12,10,,
Канцтовари / Паперова продукція,Папір офісний,118308,12,10,,
Канцтовари / Паперова продукція,Щоденники,122316,12,10,,
Канцтовари / Письмові речі,Набори маркерів,118303,12,10,,
Канцтовари / Письмові речі,Набори олівців,118305,12,10,,
Канцтовари / Письмові речі,Набори ручок,118304,12,10,,
Канцтовари / Художні матеріали та хобі,Алмазна мозаїка,107353,12,10,,
Канцтовари / Художні матеріали та хобі,Картини за номерами,105310,12,10,,
Канцтовари / Художні матеріали та хобі,"Мольберти, етюдники, палітри",121867,15,13,,
Канцтовари / Шкільне приладдя,Дитячі рюкзаки,106607,12,10,,
Канцтовари / Шкільне приладдя,Контурні карти та атласи,118309,12,10,,
Канцтовари / Шкільне приладдя,Набір першокласника,118253,12,10,,
Канцтовари / Шкільне приладдя,Набори учнівських зошитів,118307,12,10,,
Канцтовари / Шкільне приладдя,Обкладинки для зошитів та підручників,111707,12,10,,
Канцтовари / Шкільне приладдя,Папки шкільні,111708,12,10,,
Канцтовари / Шкільне приладдя,Пенали,106605,12,10,,
Канцтовари / Шкільне приладдя,"Підручники, навчальні посібники",118204,12,10,,
Канцтовари / Шкільне приладдя,Підставки для книг,111704,12,10,,
Канцтовари / Шкільне приладдя,Тренажери для письма та читання,118302,12,10,,
Канцтовари / Шкільне приладдя,Щоденники шкільні,118252,12,10,,
Макіяж / Аксесуари для макіяжу,Косметичні дзеркала,117902,12,13,,
Макіяж / Аксесуари для макіяжу,Органайзери,102260,12,15,,
"Одяг, взуття, аксесуари / Аксесуари",Брелоки,100344,15,10,,
"Одяг, взуття, аксесуари / Аксесуари",Парасолі,100341,17,10,,
"Одяг, взуття, аксесуари / Аксесуари для догляду за одягом, взуттям",Вакуумні пакети для одягу,102456,12,10,,
"Одяг, взуття, аксесуари / Аксесуари для догляду за одягом, взуттям",Вішалка,104206,12,10,,
"Одяг, взуття, аксесуари / Аксесуари для догляду за одягом, взуттям",Щітка для взуття,100322,12,15,,
"Одяг, взуття, аксесуари / Аксесуари для догляду за одягом, взуттям",Щітка для одягу,100323,12,15,,
"Одяг, взуття, аксесуари / Жіночий одяг / Жіночий нічний та домашній одяг",Жіночі халати,100284,17,15,,
"Одяг, взуття, аксесуари / Жіночий одяг / Жіночий нічний та домашній одяг",Піжами жіночі,100289,17,15,,
"Одяг, взуття, аксесуари / Термобілизна",Термобілизна дитяча,119363,17,15,,
"Одяг, взуття, аксесуари / Термобілизна",Термобілизна жіноча,119361,17,15,,
"Одяг, взуття, аксесуари / Термобілизна",Термобілизна чоловіча,119362,17,15,,
"Одяг, взуття, аксесуари / Чоловічий одяг / Чоловічий нічний та домашній одяг",Чоловічі піжами,116804,17,10,,
"Одяг, взуття, аксесуари / Чоловічий одяг / Чоловічий нічний та домашній одяг",Чоловічі халати,112207,17,10,,
Побутова хімія / Освіжувачі повітря / Різні освіжувачі повітря,Ароматичне саше,100608,12,10,,
Спорт та захоплення,Аксесуари для басейну та аквафітнесу,115815,12,10,,
Спорт та захоплення,Басейни,118503,12,10,,
Спорт та захоплення,М'ячі для командних ігор,121881,12,10,,
Спорт та захоплення / Аксесуари для спортивного харчування,Контейнери для спортивного харчування,115809,12,10,,
Спорт та захоплення / Аксесуари для спортивного харчування,Пляшки для води,100919,12,10,,
Спорт та захоплення / Аксесуари для спортивного харчування,Спортивні шейкери,104557,12,13,,
Спорт та захоплення / Аксесуари для спортивного харчування,Таблетниці,104559,12,13,,
"Спорт та захоплення / Активний відпочинок, туризм та хобі / Аксесуари для активного відпочинку та туризму",Набори для пікніка,122279,15,13,,
"Спорт та захоплення / Активний відпочинок, туризм та хобі / Аксесуари для активного відпочинку та туризму",Туристичні грілки,121269,15,10,,
"Спорт та захоплення / Активний відпочинок, туризм та хобі / Аксесуари для активного відпочинку та туризму",Туристичні ножі,122278,15,10,,
"Спорт та захоплення / Активний відпочинок, туризм та хобі / Туризм і кемпінг",Газові балони і комплектуючі,121259,12,10,,
"Спорт та захоплення / Активний відпочинок, туризм та хобі / Туризм і кемпінг",Комплектуючі до туристичних пальників,121256,12,10,,
"Спорт та захоплення / Активний відпочинок, туризм та хобі / Туризм і кемпінг",Надувні меблі й аксесуари,121883,12,10,,
"Спорт та захоплення / Активний відпочинок, туризм та хобі / Туризм і кемпінг",Складані меблі,121267,12,10,,
"Спорт та захоплення / Активний відпочинок, туризм та хобі / Туризм і кемпінг",Спальні мішки,121260,12,10,,
"Спорт та захоплення / Активний відпочинок, туризм та хобі / Туризм і кемпінг",Термопродукція,122467,12,10,,
"Спорт та захоплення / Активний відпочинок, туризм та хобі / Туризм і кемпінг",Туристичні килимки,121261,12,8,,
"Спорт та захоплення / Активний відпочинок, туризм та хобі / Туризм і кемпінг",Туристичні пальники,121255,12,8,,
Спорт та захоплення / Електротранспорт,Гіроборди,121820,10,8,,
Спорт та захоплення / Електротранспорт,Гіроскутери,121853,10,8,,
Спорт та захоплення / Електротранспорт,Електровелосипеди,121819,10,10,,
Спорт та захоплення / Електротранспорт,Електросамокати,121817,10,10,,
Спорт та захоплення / Ігрові види спорту,Аксесуари для ігрового спорту,122073,12,10,,
Спорт та захоплення / Ігрові види спорту,"Бадмінтон, спідмінтон, сквош",121882,12,10,,
Спорт та захоплення / Ігрові види спорту,Баскетбол,122075,12,10,,
Спорт та захоплення / Ігрові види спорту,Бейсбол,122074,12,10,,
Спорт та захоплення / Ігрові види спорту,Дартс,122071,12,10,,
Спорт та захоплення / Ігрові види спорту,Ігрова форма і екіпірування,122072,12,10,,
Спорт та захоплення / Ігрові види спорту / Великий теніс,М'ячі для великого тенісу,122070,12,10,,
Спорт та захоплення / Ігрові види спорту / Великий теніс,Ракетки для великого тенісу,122068,12,10,,
Спорт та захоплення / Ігрові види спорту / Настільний теніс,М'ячі для настільного тенісу,121875,12,10,,
Спорт та захоплення / Ігрові види спорту / Настільний теніс,Накладки для ракеток,122077,12,10,,
Спорт та захоплення / Ігрові види спорту / Настільний теніс,Основи для ракеток,122086,12,10,,
Спорт та захоплення / Ігрові види спорту / Настільний теніс,Ракетки для настільного тенісу,121874,12,10,,
Спорт та захоплення / Ігрові види спорту / Настільний теніс,Сітки для настільного тенісу,121880,12,10,,
Спорт та захоплення / Ігрові види спорту / Настільний теніс,Столи для настільного тенісу,122076,12,10,,
Спорт та захоплення / Одяг та спортивні аксесуари,Компресійний одяг,115813,12,10,,
Спорт та захоплення / Одяг та спортивні аксесуари,Одяг для схуднення,115814,12,10,,
Спорт та захоплення / Одяг та спортивні аксесуари,Спортивні бинти,115812,12,10,,
Спорт та захоплення / Одяг та спортивні аксесуари,Спортивні окуляри,115811,12,8,,
Спорт та захоплення / Одяг та спортивні аксесуари,Спортивні сумки та чохли,104564,12,8,,
Спорт та захоплення / Скейтборди,Лонгборди,121857,10,8,,
Спорт та захоплення / Скейтборди,Пеніборди,121855,10,8,,
Спорт та захоплення / Скейтборди,Рипстики,121856,10,10,,
Спорт та захоплення / Скейтборди,Скейтборди (класичні),105306,10,10,,
Спорт та захоплення / Товари для плавання,Беруші та затискачі для носа,122091,12,10,,
Спорт та захоплення / Товари для плавання,Окуляри для плавання,122089,12,8,,
Спорт та захоплення / Товари для плавання,Шапочки для плавання,122090,12,8,,
Спорт та захоплення / Тренажери,Батути й аксесуари,122061,10,8,,
Спорт та захоплення / Тренажери,Бігові доріжки,122056,10,8,,
Спорт та захоплення / Тренажери,Велотренажери,122057,10,8,,
Спорт та захоплення / Тренажери,Гімнастичні снаряди,122066,10,8,,
Спорт та захоплення / Тренажери,Гребні тренажери,122064,10,8,,
Спорт та захоплення / Тренажери,Запчастини для тренажерів,122065,10,8,,
Спорт та захоплення / Тренажери,Орбітреки,122059,10,8,,
Спорт та захоплення / Тренажери,Силові тренажери,122060,10,8,,
Спорт та захоплення / Тренажери,Степери,122062,10,10,,
Спорт та захоплення / Тренажери,Шведські стінки та турніки,122063,10,10,,
"Спорт та захоплення / Тренажери / Штанги, гирі та гантелі",Гантелі,113153,12,10,,
"Спорт та захоплення / Тренажери / Штанги, гирі та гантелі",Гирі,115826,12,10,,
"Спорт та захоплення / Тренажери / Штанги, гирі та гантелі",Грифи,115827,12,10,,
"Спорт та захоплення / Тренажери / Штанги, гирі та гантелі",Диски для штанг та гантелей,115828,12,10,,
"Спорт та захоплення / Тренажери / Штанги, гирі та гантелі",Набори штанга та гантелі,115830,12,10,,
"Спорт та захоплення / Тренажери / Штанги, гирі та гантелі",Штанги,115829,12,10,,
Спорт та захоплення / Устаткування для тренувань,Балансувальні платформи,115757,12,10,,
Спорт та захоплення / Устаткування для тренувань,Гімнастичні палиці,115754,12,10,,
Спорт та захоплення / Устаткування для тренувань,Гравітаційні черевики,115803,12,10,,
Спорт та захоплення / Устаткування для тренувань,Диски здоров'я,115704,12,10,,
Спорт та захоплення / Устаткування для тренувань,Еспандери (фітнес гумки),110704,12,10,,
Спорт та захоплення / Устаткування для тренувань,Йога,115705,12,10,,
Спорт та захоплення / Устаткування для тренувань,Кільця для пілатесу,115753,12,10,,
Спорт та захоплення / Устаткування для тренувань,"Лямки, гачки, накладки",104563,12,10,,
Спорт та захоплення / Устаткування для тренувань,Маски для тренувань,115805,12,10,,
Спорт та захоплення / Устаткування для тренувань,Мішки для кросфіту,115808,12,10,,
Спорт та захоплення / Устаткування для тренувань,Обважнювачі,115802,12,10,,
Спорт та захоплення / Устаткування для тренувань,Петлі TRX,115806,12,10,,
Спорт та захоплення / Устаткування для тренувань,Пояси та рукавички для фітнесу,115703,12,10,,
Спорт та захоплення / Устаткування для тренувань,Ролики для преса,110705,12,10,,
Спорт та захоплення / Устаткування для тренувань,Скакалки,110703,12,10,,
Спорт та захоплення / Устаткування для тренувань,Спортивна магнезія,104566,12,10,,
Спорт та захоплення / Устаткування для тренувань,Спортивні канати,115807,12,10,,
Спорт та захоплення / Устаткування для тренувань,Спортивні мати,115756,12,10,,
Спорт та захоплення / Устаткування для тренувань,Спортивні обручі,115702,12,10,,
Спорт та захоплення / Устаткування для тренувань,Степ платформи,115752,12,10,,
Спорт та захоплення / Устаткування для тренувань,Упори для віджимань,115804,12,10,,
Спорт та захоплення / Устаткування для тренувань,Фітнес джампери,115758,12,13,,
Спорт та захоплення / Устаткування для тренувань,Фітнес м'ячі,113152,12,10,,
Техніка для краси та здоровʼя,Акумулятори та батарейки,120712,15,13,,
Техніка для краси та здоровʼя,Електричні масажери,116273,12,15,,
Техніка для краси та здоровʼя / Аксесуари для електроніки,"Мережеві фільтри, адаптери та подовжувачі",121358,15,15,,
Техніка для краси та здоровʼя / Аксесуари для мобільних телефонів і смартфонів,Селфі-палиці,117907,17,8,,
Техніка для краси та здоровʼя / Аксесуари для мобільних телефонів і смартфонів,Тримачі,117906,17,10,,
Техніка для краси та здоровʼя / Альтернативні джерела енергії,Сонячні панелі,122312,10,8,,
